# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	6385956	6561450	-				carbonic anhydrase 10	CA10	136369366		175495		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	6385956	6561450	-	XM_066332146.1		XP_066188243.1	carbonic anhydrase 10, transcript variant X1	CA10	136369366		2621	2621	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	6385956	6561449	-	XM_066332147.1		XP_066188244.1	carbonic anhydrase 10, transcript variant X2	CA10	136369366		2477	2477	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	6387176	6561050	-	XP_066188244.1		XM_066332147.1	carbonic anhydrase-related protein 10 isoform X2	CA10	136369366		858	285	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	6387176	6561036	-	XP_066188243.1		XM_066332146.1	carbonic anhydrase-related protein 10 isoform X1	CA10	136369366		987	328	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7139266	7162204	+				target of myb1 like 1 membrane trafficking protein	TOM1L1	136369370		22939		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7139266	7162204	+	XM_066332152.1		XP_066188249.1	target of myb1 like 1 membrane trafficking protein, transcript variant X1	TOM1L1	136369370		2618	2618	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7139266	7162204	+	XM_066332153.1		XP_066188250.1	target of myb1 like 1 membrane trafficking protein, transcript variant X2	TOM1L1	136369370		2545	2545	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7139409	7161154	+	XP_066188249.1		XM_066332152.1	TOM1-like protein 1 isoform X1	TOM1L1	136369370		1425	474	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7139409	7161125	+	XP_066188250.1		XM_066332153.1	TOM1-like protein 1 isoform X2	TOM1L1	136369370		1323	440	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7163021	7166728	-				cytochrome c oxidase copper chaperone COX11	COX11	136369367		3708		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7163021	7166728	-	XM_066332149.1		XP_066188246.1	cytochrome c oxidase copper chaperone COX11	COX11	136369367		2100	2100	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7164396	7166705	-	XP_066188246.1		XM_066332149.1	cytochrome c oxidase assembly protein COX11, mitochondrial	COX11	136369367		702	233	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7172189	7233756	+				syntaxin binding protein 4	STXBP4	136369368		61568		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7172189	7233756	+	XM_066332150.1		XP_066188247.1	syntaxin binding protein 4	STXBP4	136369368		5020	5024	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7172204	7230967	+	XP_066188247.1		XM_066332150.1	LOW QUALITY PROTEIN: syntaxin-binding protein 4	STXBP4	136369368		2216	739	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7252048	7283587	+				HLF transcription factor, PAR bZIP family member	HLF	136369369		31540		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7252048	7283587	+	XM_066332151.1		XP_066188248.1	HLF transcription factor, PAR bZIP family member	HLF	136369369		1158	1158	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7252277	7283537	+	XP_066188248.1		XM_066332151.1	hepatic leukemia factor	HLF	136369369		879	292	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7295424	7313070	-				monocyte to macrophage differentiation associated	MMD	136369371		17647		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7295424	7313070	-	XM_066332154.1		XP_066188251.1	monocyte to macrophage differentiation associated, transcript variant X1	MMD	136369371		2852	2852	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7295424	7309431	-	XM_066332155.1		XP_066188252.1	monocyte to macrophage differentiation associated, transcript variant X2	MMD	136369371		2779	2779	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7297421	7312935	-	XP_066188251.1		XM_066332154.1	monocyte to macrophage differentiation factor isoform X1	MMD	136369371		720	239	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7297421	7306905	-	XP_066188252.1		XM_066332155.1	monocyte to macrophage differentiation factor isoform X2	MMD	136369371		687	228	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7326178	7345137	+				uncharacterized LOC136369175	LOC136369175	136369175		18960		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7326178	7345137	+	XR_010744969.1			uncharacterized lncRNA	LOC136369175	136369175		409	409	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7336600	7336929	-				small integral membrane protein 36	SMIM36	136369333		330		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7336600	7336929	-	XM_066332114.1		XP_066188211.1	small integral membrane protein 36	SMIM36	136369333		330	330	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7336600	7336929	-	XP_066188211.1		XM_066332114.1	small integral membrane protein 36	SMIM36	136369333		330	109	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7386878	7393942	-				transmembrane protein 100	TMEM100	136369372		7065		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7386878	7393942	-	XM_066332157.1		XP_066188254.1	transmembrane protein 100, transcript variant X2	TMEM100	136369372		1237	1237	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7386878	7391288	-	XM_066332156.1		XP_066188253.1	transmembrane protein 100, transcript variant X1	TMEM100	136369372		1258	1258	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7387351	7387755	-	XP_066188253.1		XM_066332156.1	transmembrane protein 100	TMEM100	136369372		405	134	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7387351	7387755	-	XP_066188254.1		XM_066332157.1	transmembrane protein 100	TMEM100	136369372		405	134	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7402527	7413322	+				phosphatidylcholine transfer protein	PCTP	136369374		10796		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7402527	7413322	+	XM_066332158.1		XP_066188255.1	phosphatidylcholine transfer protein	PCTP	136369374		1860	1860	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7402527	7412167	+	XP_066188255.1		XM_066332158.1	phosphatidylcholine transfer protein	PCTP	136369374		705	234	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7502990	7562070	+				ankyrin repeat and fibronectin type III domain containing 1	ANKFN1	136369375		59081		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7502990	7562070	+	XM_066332159.1		XP_066188256.1	ankyrin repeat and fibronectin type III domain containing 1	ANKFN1	136369375		3241	3241	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7502991	7562070	+	XP_066188256.1		XM_066332159.1	ankyrin repeat and fibronectin type-III domain-containing protein 1	ANKFN1	136369375		3240	1079	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7588138	7589984	+				noggin	NOG	136369177		1847		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7588138	7589984	+	XM_066331829.1		XP_066187926.1	noggin	NOG	136369177		1847	1847	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7588687	7589358	+	XP_066187926.1		XM_066331829.1	noggin	NOG	136369177		672	223	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7660347	7665928	-				chromosome 18 C17orf67 homolog	C18H17orf67	136369178		5582		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7660347	7665928	-	XM_066331830.1		XP_066187927.1	chromosome 18 C17orf67 homolog	C18H17orf67	136369178		958	958	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7661670	7665551	-	XP_066187927.1		XM_066331830.1	uncharacterized protein C17orf67 homolog	C18H17orf67	136369178		273	90	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7667520	7683188	+				diacylglycerol kinase epsilon	DGKE	136369376		15669		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7667520	7683188	+	XM_066332161.1		XP_066188258.1	diacylglycerol kinase epsilon	DGKE	136369376		7787	7787	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7667715	7677261	+	XP_066188258.1		XM_066332161.1	diacylglycerol kinase epsilon	DGKE	136369376		1665	554	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7684398	7685495	+				uncharacterized LOC136369379	LOC136369379	136369379		1098		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7684398	7685495	+	XR_010745017.1			uncharacterized lncRNA	LOC136369379	136369379		990	990	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7685761	7707451	+				casein kinase 1 delta	CSNK1D	136369378		21691		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7685761	7707451	+	XM_066332164.1		XP_066188261.1	casein kinase 1 delta, transcript variant X1	CSNK1D	136369378		3619	3619	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7687534	7707451	+	XM_066332167.1		XP_066188264.1	casein kinase 1 delta, transcript variant X3	CSNK1D	136369378		3428	3428	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7687537	7707451	+	XM_066332166.1		XP_066188263.1	casein kinase 1 delta, transcript variant X2	CSNK1D	136369378		3663	3663	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7687776	7705342	+	XP_066188261.1		XM_066332164.1	casein kinase I isoform X1	CSNK1D	136369378		1248	415	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7687776	7705342	+	XP_066188264.1		XM_066332167.1	casein kinase I isoform X3	CSNK1D	136369378		1077	358	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7687776	7703445	+	XP_066188263.1		XM_066332166.1	casein kinase I isoform X2	CSNK1D	136369378		1230	409	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7711235	7726885	-				solute carrier family 16 member 3	SLC16A3	136369377		15651		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7711235	7726885	-	XM_066332162.1		XP_066188259.1	solute carrier family 16 member 3, transcript variant X1	SLC16A3	136369377		5943	5943	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7711235	7719324	-	XM_066332163.1		XP_066188260.1	solute carrier family 16 member 3, transcript variant X2	SLC16A3	136369377		5991	5991	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7715683	7719203	-	XP_066188259.1		XM_066332162.1	monocarboxylate transporter 4	SLC16A3	136369377		1422	473	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7715683	7719203	-	XP_066188260.1		XM_066332163.1	monocarboxylate transporter 4	SLC16A3	136369377		1422	473	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+				coiled-coil domain containing 57	CCDC57	136369380		26773		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+	XM_066332168.1		XP_066188265.1	coiled-coil domain containing 57, transcript variant X1	CCDC57	136369380		1800	1800	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+	XM_066332171.1		XP_066188268.1	coiled-coil domain containing 57, transcript variant X4	CCDC57	136369380		1595	1595	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+	XM_066332172.1		XP_066188269.1	coiled-coil domain containing 57, transcript variant X5	CCDC57	136369380		1434	1434	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+	XM_066332170.1		XP_066188267.1	coiled-coil domain containing 57, transcript variant X3	CCDC57	136369380		1665	1665	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7730260	7757032	+	XM_066332169.1		XP_066188266.1	coiled-coil domain containing 57, transcript variant X2	CCDC57	136369380		1774	1774	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7733264	7757015	+	XP_066188265.1		XM_066332168.1	coiled-coil domain-containing protein 57 isoform X1	CCDC57	136369380		1548	515	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7733264	7757015	+	XP_066188269.1		XM_066332172.1	coiled-coil domain-containing protein 57 isoform X5	CCDC57	136369380		1182	393	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7733264	7757015	+	XP_066188267.1		XM_066332170.1	coiled-coil domain-containing protein 57 isoform X3	CCDC57	136369380		1413	470	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7733264	7756887	+	XP_066188268.1		XM_066332171.1	coiled-coil domain-containing protein 57 isoform X4	CCDC57	136369380		1215	404	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7733292	7757015	+	XP_066188266.1		XM_066332169.1	coiled-coil domain-containing protein 57 isoform X2	CCDC57	136369380		1494	497	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7759518	7760614	-				uncharacterized LOC136369179	LOC136369179	136369179		1097		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7759518	7760614	-	XR_010744970.1			uncharacterized lncRNA	LOC136369179	136369179		525	525	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7760762	7801710	+				fatty acid synthase	FASN	136369400		40949		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7760762	7801710	+	XM_066332210.1		XP_066188307.1	fatty acid synthase	FASN	136369400		9356	9356	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7766626	7800043	+	XP_066188307.1		XM_066332210.1	fatty acid synthase	FASN	136369400		7542	2513	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7804839	7820368	+				dihydrouridine synthase 1 like	DUS1L	136369382		15530		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7804839	7820368	+	XM_066332173.1		XP_066188270.1	dihydrouridine synthase 1 like, transcript variant X1	DUS1L	136369382		1774	1774	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7804839	7820368	+	XM_066332175.1		XP_066188272.1	dihydrouridine synthase 1 like, transcript variant X2	DUS1L	136369382		1714	1714	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7804960	7820176	+	XP_066188270.1		XM_066332173.1	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like isoform X1	DUS1L	136369382		1461	486	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7804960	7820176	+	XP_066188272.1		XM_066332175.1	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like isoform X2	DUS1L	136369382		1401	466	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7823583	7837135	-				G protein pathway suppressor 1	GPS1	136369410		13553		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7823583	7837135	-	XM_066332229.1		XP_066188326.1	G protein pathway suppressor 1, transcript variant X1	GPS1	136369410		5846	5846	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7823583	7837108	-	XM_066332231.1		XP_066188328.1	G protein pathway suppressor 1, transcript variant X2	GPS1	136369410		5931	5931	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7827914	7837084	-	XP_066188326.1		XM_066332229.1	COP9 signalosome complex subunit 1 isoform X1	GPS1	136369410		1464	487	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7827914	7834581	-	XP_066188328.1		XM_066332231.1	COP9 signalosome complex subunit 1 isoform X2	GPS1	136369410		1416	471	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7837163	7845220	+				RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	RFNG	136369414		8058		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7837163	7845220	+	XM_066332240.1		XP_066188337.1	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	RFNG	136369414		3653	3653	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7837336	7842823	+	XP_066188337.1		XM_066332240.1	beta-1,3-N-acetylglucosaminyltransferase radical fringe	RFNG	136369414		1083	360	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7845525	7849055	+				dicarbonyl and L-xylulose reductase	DCXR	136369419		3531		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7845525	7849055	+	XM_066332247.1		XP_066188344.1	dicarbonyl and L-xylulose reductase	DCXR	136369419		1151	1151	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7845749	7848869	+	XP_066188344.1		XM_066332247.1	L-xylulose reductase	DCXR	136369419		741	246	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7856142	-				Rac family small GTPase 3	RAC3	136369423		7097		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7856142	-	XM_066332253.1		XP_066188350.1	Rac family small GTPase 3, transcript variant X2	RAC3	136369423		1655	1655	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7854250	-	XM_066332254.1		XP_066188351.1	Rac family small GTPase 3, transcript variant X3	RAC3	136369423		1649	1649	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7854228	-	XM_066332252.1		XP_066188349.1	Rac family small GTPase 3, transcript variant X1	RAC3	136369423		1705	1705	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7854225	-	XM_066332256.1		XP_066188353.1	Rac family small GTPase 3, transcript variant X5	RAC3	136369423		1552	1552	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7849046	7854201	-	XM_066332255.1		XP_066188352.1	Rac family small GTPase 3, transcript variant X4	RAC3	136369423		1579	1579	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7850024	7856053	-	XP_066188350.1		XM_066332253.1	ras-related C3 botulinum toxin substrate 3 isoform X2	RAC3	136369423		588	195	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7850024	7854158	-	XP_066188352.1		XM_066332255.1	ras-related C3 botulinum toxin substrate 3 isoform X4	RAC3	136369423		558	185	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7850024	7854158	-	XP_066188353.1		XM_066332256.1	ras-related C3 botulinum toxin substrate 3 isoform X5	RAC3	136369423		507	168	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7850024	7854158	-	XP_066188351.1		XM_066332254.1	ras-related C3 botulinum toxin substrate 3 isoform X3	RAC3	136369423		579	192	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7850024	7854158	-	XP_066188349.1		XM_066332252.1	ras-related C3 botulinum toxin substrate 3 isoform X1	RAC3	136369423		657	218	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7854899	7866135	-				leucine rich repeat containing 45	LRRC45	136369404		11237		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7854899	7866135	-	XM_066332223.1		XP_066188320.1	leucine rich repeat containing 45, transcript variant X1	LRRC45	136369404		3227	3227	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7854899	7865292	-	XM_066332224.1		XP_066188321.1	leucine rich repeat containing 45, transcript variant X2	LRRC45	136369404		2866	2866	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7856066	7866094	-	XP_066188320.1		XM_066332223.1	leucine-rich repeat-containing protein 45 isoform X1	LRRC45	136369404		2019	672	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7856066	7863984	-	XP_066188321.1		XM_066332224.1	leucine-rich repeat-containing protein 45 isoform X2	LRRC45	136369404		1632	543	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7866190	7869308	+				centromere protein X	CENPX	136369428		3119		
misc_RNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7866190	7869308	+	XR_010745018.1			centromere protein X, transcript variant X2	CENPX	136369428		1376	1376	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7866190	7867531	+	XM_066332259.1		XP_066188356.1	centromere protein X, transcript variant X1	CENPX	136369428		789	789	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7866212	7867007	+	XP_066188356.1		XM_066332259.1	centromere protein X	CENPX	136369428		243	80	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7867476	7905657	-				ASPSCR1 tether for SLC2A4, UBX domain containing	ASPSCR1	136369408		38182		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7867476	7905657	-	XM_066332227.1		XP_066188324.1	ASPSCR1 tether for SLC2A4, UBX domain containing	ASPSCR1	136369408		5157	5157	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7870980	7905639	-	XP_066188324.1		XM_066332227.1	tether containing UBX domain for GLUT4	ASPSCR1	136369408		1635	544	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7911728	7918456	+				notum, palmitoleoyl-protein carboxylesterase	NOTUM	136369406		6729		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7911728	7918456	+	XM_066332226.1		XP_066188323.1	notum, palmitoleoyl-protein carboxylesterase	NOTUM	136369406		2429	2429	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7911743	7917521	+	XP_066188323.1		XM_066332226.1	palmitoleoyl-protein carboxylesterase NOTUM	NOTUM	136369406		1479	492	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7920915	7923533	+				myeloid associated differentiation marker like 2	MYADML2	136369383		2619		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7920915	7923533	+	XM_066332176.1		XP_066188273.1	myeloid associated differentiation marker like 2	MYADML2	136369383		2619	2619	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7921314	7922219	+	XP_066188273.1		XM_066332176.1	myeloid-associated differentiation marker-like protein 2	MYADML2	136369383		906	301	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7926169	7953851	+				phosphate cytidylyltransferase 2, ethanolamine	PCYT2	136369385		27683		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7926169	7953851	+	XM_066332181.1		XP_066188278.1	phosphate cytidylyltransferase 2, ethanolamine, transcript variant X3	PCYT2	136369385		2177	2177	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7926186	7929282	+				pyrroline-5-carboxylate reductase 1	PYCR1	136369386		3097		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7926186	7929282	+	XM_066332182.1		XP_066188279.1	pyrroline-5-carboxylate reductase 1	PYCR1	136369386		1345	1345	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7926226	7928925	+	XP_066188279.1		XM_066332182.1	pyrroline-5-carboxylate reductase 1, mitochondrial	PYCR1	136369386		948	315	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7931180	7939088	+				MAF bZIP transcription factor G	MAFG	136369389		7909		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7931180	7939088	+	XM_066332184.1		XP_066188281.1	MAF bZIP transcription factor G, transcript variant X1	MAFG	136369389		777	777	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7931191	7935697	+	XM_066332188.1		XP_066188285.1	MAF bZIP transcription factor G, transcript variant X4	MAFG	136369389		834	834	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7931448	7939088	+	XM_066332186.1		XP_066188283.1	MAF bZIP transcription factor G, transcript variant X3	MAFG	136369389		943	943	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7933964	7939088	+	XM_066332185.1		XP_066188282.1	MAF bZIP transcription factor G, transcript variant X2	MAFG	136369389		888	888	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7934981	7939088	+	XP_066188281.1		XM_066332184.1	transcription factor MafG isoform X1	MAFG	136369389		564	187	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7934981	7939088	+	XP_066188282.1		XM_066332185.1	transcription factor MafG isoform X1	MAFG	136369389		564	187	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7934981	7939088	+	XP_066188283.1		XM_066332186.1	transcription factor MafG isoform X1	MAFG	136369389		564	187	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7934981	7935554	+	XP_066188285.1		XM_066332188.1	transcription factor MafG isoform X2	MAFG	136369389		489	162	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7939026	7943129	+				sirtuin 7	SIRT7	136369384		4104		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7939026	7943129	+	XM_066332177.1		XP_066188274.1	sirtuin 7, transcript variant X1	SIRT7	136369384		1343	1343	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7939026	7943129	+	XM_066332178.1		XP_066188275.1	sirtuin 7, transcript variant X2	SIRT7	136369384		1205	1205	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7939151	7943129	+	XP_066188274.1		XM_066332177.1	NAD-dependent protein deacetylase sirtuin-7 isoform X1	SIRT7	136369384		1218	405	
